year,month,day,lat,lon,sm_50
2019,8,28,37.614,-101.728,nan
2019,8,28,37.996,-101.865,nan
2019,8,28,39.209,-96.592,0.95
2019,8,28,39.232,-96.58,nan
2019,8,28,39.078,-95.771,0.5
2019,8,28,39.842,-95.482,nan
2019,8,28,38.363,-96.618,0.53
2019,8,28,38.483,-101.328,0.7
2019,8,28,37.659,-101.027,nan
2019,8,28,39.633,-101.816,nan
2019,8,28,39.126,-96.637,0.77
2019,8,28,38.849,-99.345,0.98
2019,8,28,39.116,-95.926,nan
2019,8,28,37.259,-101.792,0
2019,8,28,38.543,-95.249,nan
2019,8,28,38.101,-99.902,0.1
2019,8,28,38.599,-100.471,0.79
2019,8,28,38.466,-101.775,0.44
2019,8,28,37.065,-98.085,0.16
2019,8,28,38.558,-98.352,1
2019,8,28,38.592,-94.848,0.15
2019,8,28,37.309,-98.794,1
2019,8,28,39.437,-98.21,0.27
2019,8,28,39.782,-97.055,0.2
2019,8,28,37.774,-100.952,0.09
2019,8,28,38.867,-96.903,nan
2019,8,28,37.373,-101.378,0.1
2019,8,28,37.135,-100.396,0.28
2019,8,28,37.993,-100.812,0.98
2019,8,28,37.199,-94.981,0.13
2019,8,28,39.392,-101.069,1
2019,8,28,38.036,-101.031,0.2
2019,8,28,37.861,-95.784,0.18
2019,8,28,39.683,-98.213,0.3
2019,8,28,37.792,-100.297,nan
2019,8,28,39.357,-100.61,nan
2019,8,28,37.894,-101.233,0
2019,8,28,37.305,-100.887,1
2019,8,28,42.28,89.673,0.26
2019,8,28,40.709,89.511,0.68
2019,8,28,41.842,88.851,0.26
2019,8,28,37.7,89.244,0.8
2019,8,28,38.518,89.842,1
2019,8,28,40.106,90.182,0.97
2019,8,28,38.382,88.39,0.94
2019,8,28,39.806,90.824,0.75
2019,8,28,40.053,88.372,0.13
2019,8,28,39.727,89.611,0.29
2019,8,28,41.905,88.361,0.47
2019,8,28,38.136,88.923,0.6
2019,8,28,40.084,88.24,0.09
2019,8,28,38.738,88.103,0.55
2019,8,28,40.933,90.724,0.09
2019,8,28,40.95,88.159,0.18
2019,8,28,37.437,88.667,0.41
2019,8,28,38.949,88.96,0.8
2019,8,28,41.634,90.039,0.16
2019,8,28,40.561,-74.961,0.51
2019,8,28,39.524,-75.201,nan
2019,8,28,40.473,-74.423,0.41
2019,8,28,39.218,-74.794,nan
2019,8,28,40.119,-74.526,1
2019,8,28,41.03,-74.425,nan
2019,8,28,39.635,-74.758,nan
2019,8,28,40.764,-91.42,0.17
2019,8,28,42.916,-93.792,0.03
2019,8,28,43.365,-95.642,0.18
2019,8,28,42.108,-93.586,0.45
2019,8,28,41.313,-95.173,0.75
2019,8,28,41.316,-92.649,0.84
2019,8,28,41.193,-91.484,0.34
2019,8,28,42.02,-93.774,0.48
2019,8,28,42.063,-95.834,0.28
2019,8,28,42.938,-92.57,0
2019,8,28,40.973,-93.424,0.45
2019,8,28,41.356,-91.134,nan
2019,8,28,43.31,-96.504,nan
2019,8,28,42.518,-90.914,0
2019,8,28,41.594,-94.125,nan
2019,8,28,42.107,-93.585,nan
2019,8,28,41.28,-94.449,0.25
2019,8,28,42.927,-95.539,0
2019,8,28,42.59,-95.013,0.19
2019,8,28,41.044,-95.775,0.18
2019,8,28,43.298,-96.188,nan
2019,8,28,41.911,-91.618,0.39
2019,8,28,41.475,-91.867,0.56
